sku_id,product_id,size,stock_count,base_price,discount_percentage
SKU-1944-7,PRD-1084,7,12,41.89,0.4
SKU-1945-XXL,PRD-1447,XXL,47,49.76,0.3
SKU-1946-XS,PRD-1375,XS,7,130.57,0.0
SKU-1947-OneSize,PRD-1030,One Size,26,148.84,0.2
SKU-1948-XXL,PRD-1161,XXL,50,290.42,0.4
SKU-1949-OneSize,PRD-1315,One Size,0,104.77,0.4
SKU-1950-11,PRD-1367,11,28,208.65,0.5
SKU-1951-36,PRD-1098,36,13,44.53,0.0
SKU-1952-S,PRD-1189,S,26,51.33,0.0
SKU-1953-S,PRD-1113,S,22,260.51,0.05
SKU-1954-XXL,PRD-1491,XXL,5,60.63,0.05
SKU-1955-12,PRD-1253,12,21,195.29,0.3
SKU-1956-XS,PRD-1269,XS,22,104.25,0.25
SKU-1957-L,PRD-1480,L,39,138.12,0.0
SKU-1958-S,PRD-1200,S,32,226.85,0.25
SKU-1959-9,PRD-1437,9,14,152.01,0.25
SKU-1960-OneSize,PRD-1186,One Size,0,76.36,0.4
SKU-1961-OneSize,PRD-1457,One Size,45,34.25,0.0
SKU-1962-11,PRD-1202,11,48,257.33,0.2
SKU-1963-OneSize,PRD-1095,One Size,31,226.37,0.4
SKU-1964-36,PRD-1006,36,0,30.35,0.2
SKU-1965-XL,PRD-1395,XL,8,185.48,0.4
SKU-1966-XXL,PRD-1102,XXL,18,273.41,0.25
SKU-1967-11,PRD-1438,11,30,36.99,0.0
SKU-1968-OneSize,PRD-1167,One Size,3,174.9,0.1
SKU-1969-XXL,PRD-1338,XXL,35,136.79,0.25
SKU-1970-42,PRD-1396,42,10,194.35,0.5
SKU-1971-L,PRD-1228,L,0,215.29,0.0
SKU-1972-M,PRD-1391,M,31,223.33,0.25
SKU-1973-OneSize,PRD-1198,One Size,10,84.98,0.05
SKU-1974-OneSize,PRD-1081,One Size,41,278.08,0.5
SKU-1975-S,PRD-1025,S,14,267.28,0.2
SKU-1976-L,PRD-1436,L,21,253.25,0.5
SKU-1977-XXL,PRD-1141,XXL,37,120.86,0.25
SKU-1978-32,PRD-1040,32,3,194.11,0.1
SKU-1979-OneSize,PRD-1033,One Size,39,206.77,0.0
SKU-1980-34,PRD-1339,34,50,63.76,0.25
SKU-1981-L,PRD-1386,L,25,284.05,0.25
SKU-1982-S,PRD-1173,S,0,78.63,0.0
SKU-1983-M,PRD-1375,M,0,266.64,0.15
SKU-1984-S,PRD-1266,S,0,68.91,0.3
SKU-1985-30,PRD-1377,30,4,114.56,0.0
SKU-1986-7,PRD-1177,7,24,53.78,0.05
SKU-1987-8,PRD-1469,8,28,298.22,0.15
SKU-1988-6,PRD-1279,6,31,235.62,0.3
SKU-1989-OneSize,PRD-1196,One Size,14,258.94,0.3
SKU-1990-OneSize,PRD-1226,One Size,0,217.78,0.25
SKU-1991-42,PRD-1040,42,4,289.53,0.0
SKU-1992-XS,PRD-1100,XS,14,238.85,0.4
SKU-1993-OneSize,PRD-1208,One Size,2,250.6,0.0
SKU-1994-OneSize,PRD-1278,One Size,49,66.76,0.0
SKU-1995-7,PRD-1003,7,44,275.07,0.0
SKU-1996-8,PRD-1123,8,0,218.28,0.3
SKU-1997-XXL,PRD-1443,XXL,28,263.73,0.0
SKU-1998-OneSize,PRD-1400,One Size,18,113.68,0.0
SKU-1999-34,PRD-1347,34,0,142.94,0.2
SKU-2000-12,PRD-1279,12,0,21.83,0.25
SKU-2001-8,PRD-1255,8,17,161.4,0.0
SKU-2002-OneSize,PRD-1196,One Size,0,220.25,0.2
SKU-2003-11,PRD-1367,11,41,206.19,0.0
SKU-2004-40,PRD-1302,40,12,240.41,0.0
SKU-2005-L,PRD-1321,L,6,135.74,0.2
SKU-2006-42,PRD-1169,42,10,286.51,0.3
SKU-2007-XXL,PRD-1010,XXL,5,121.29,0.0
SKU-2008-S,PRD-1342,S,0,235.63,0.3
SKU-2009-6,PRD-1149,6,18,43.73,0.15
SKU-2010-32,PRD-1314,32,0,141.53,0.2
SKU-2011-XS,PRD-1188,XS,26,204.84,0.5
SKU-2012-28,PRD-1216,28,6,293.76,0.5
SKU-2013-10,PRD-1162,10,20,292.34,0.2
SKU-2014-36,PRD-1314,36,46,222.02,0.15
SKU-2015-OneSize,PRD-1036,One Size,0,22.2,0.1
SKU-2016-32,PRD-1231,32,29,216.07,0.25
SKU-2017-7,PRD-1421,7,27,268.51,0.4
SKU-2018-OneSize,PRD-1016,One Size,34,215.28,0.5
SKU-2019-OneSize,PRD-1295,One Size,14,266.66,0.0
SKU-2020-10,PRD-1043,10,0,113.65,0.0
SKU-2021-XL,PRD-1294,XL,43,99.49,0.0
SKU-2022-XL,PRD-1094,XL,17,107.42,0.15
SKU-2023-OneSize,PRD-1201,One Size,12,26.55,0.3
SKU-2024-OneSize,PRD-1398,One Size,4,87.57,0.1
SKU-2025-OneSize,PRD-1315,One Size,0,296.34,0.0
SKU-2026-28,PRD-1006,28,6,255.63,0.1
SKU-2027-10,PRD-1439,10,28,119.24,0.0
SKU-2028-OneSize,PRD-1201,One Size,0,145.64,0.4
SKU-2029-28,PRD-1204,28,0,146.87,0.05
SKU-2030-11,PRD-1135,11,22,296.91,0.4
SKU-2031-11,PRD-1082,11,49,206.34,0.4
SKU-2032-8,PRD-1009,8,20,103.77,0.5
SKU-2033-OneSize,PRD-1297,One Size,11,220.01,0.3
SKU-2034-34,PRD-1204,34,13,49.45,0.3
SKU-2035-S,PRD-1061,S,23,250.39,0.15
SKU-2036-6,PRD-1225,6,27,61.02,0.2
SKU-2037-OneSize,PRD-1457,One Size,31,42.94,0.0
SKU-2038-S,PRD-1174,S,31,153.34,0.25
SKU-2039-8,PRD-1271,8,35,209.5,0.2
SKU-2040-OneSize,PRD-1096,One Size,45,264.15,0.4
SKU-2041-XXL,PRD-1443,XXL,11,138.55,0.25
SKU-2042-L,PRD-1136,L,0,224.87,0.2
SKU-2043-32,PRD-1056,32,45,60.41,0.0
SKU-2044-XXL,PRD-1395,XXL,28,148.15,0.3
SKU-2045-10,PRD-1114,10,23,53.05,0.05
SKU-2046-L,PRD-1273,L,45,29.12,0.0
SKU-2047-10,PRD-1149,10,37,123.4,0.0
SKU-2048-40,PRD-1370,40,0,50.88,0.15
SKU-2049-36,PRD-1430,36,25,31.27,0.0
SKU-2050-38,PRD-1486,38,1,105.37,0.15
SKU-2051-M,PRD-1173,M,36,156.05,0.0
SKU-2052-OneSize,PRD-1384,One Size,39,33.61,0.1
SKU-2053-M,PRD-1356,M,0,80.35,0.25
SKU-2054-6,PRD-1020,6,0,173.3,0.0
SKU-2055-6,PRD-1003,6,0,136.91,0.4
SKU-2056-OneSize,PRD-1425,One Size,0,272.07,0.2
SKU-2057-XXL,PRD-1452,XXL,13,253.42,0.0
SKU-2058-S,PRD-1335,S,5,161.32,0.25
SKU-2059-OneSize,PRD-1077,One Size,47,206.81,0.0
SKU-2060-XXL,PRD-1127,XXL,43,111.05,0.4
SKU-2061-10,PRD-1358,10,38,134.69,0.05
SKU-2062-40,PRD-1231,40,40,114.91,0.0
SKU-2063-OneSize,PRD-1385,One Size,10,226.05,0.5
SKU-2064-12,PRD-1058,12,21,66.36,0.0
SKU-2065-36,PRD-1430,36,43,177.08,0.0
SKU-2066-10,PRD-1421,10,47,43.83,0.4
SKU-2067-28,PRD-1086,28,0,288.03,0.3
SKU-2068-42,PRD-1429,42,48,160.73,0.0
SKU-2069-32,PRD-1191,32,48,289.46,0.1
SKU-2070-S,PRD-1477,S,47,88.67,0.4
SKU-2071-XS,PRD-1031,XS,21,245.93,0.4
SKU-2072-40,PRD-1065,40,1,184.88,0.25
SKU-2073-6,PRD-1114,6,0,115.18,0.0
SKU-2074-OneSize,PRD-1095,One Size,10,260.69,0.15
SKU-2075-36,PRD-1026,36,30,45.48,0.0
SKU-2076-32,PRD-1086,32,10,99.89,0.0
SKU-2077-OneSize,PRD-1463,One Size,32,63.17,0.2
SKU-2078-S,PRD-1106,S,21,36.49,0.15
SKU-2079-XS,PRD-1240,XS,8,219.71,0.1
SKU-2080-XS,PRD-1352,XS,44,109.6,0.2
SKU-2081-M,PRD-1338,M,27,92.21,0.0
SKU-2082-S,PRD-1287,S,0,87.08,0.4
SKU-2083-OneSize,PRD-1081,One Size,17,158.02,0.3
SKU-2084-XS,PRD-1306,XS,0,95.39,0.15
SKU-2085-10,PRD-1122,10,34,133.97,0.25
SKU-2086-9,PRD-1313,9,47,197.38,0.0
SKU-2087-OneSize,PRD-1418,One Size,1,88.96,0.3
SKU-2088-OneSize,PRD-1413,One Size,29,105.28,0.2
SKU-2089-30,PRD-1322,30,9,256.95,0.3
SKU-2090-12,PRD-1192,12,41,291.01,0.15
SKU-2091-S,PRD-1133,S,0,238.96,0.3
SKU-2092-9,PRD-1237,9,29,289.17,0.3
SKU-2093-XS,PRD-1388,XS,41,20.27,0.25
SKU-2094-36,PRD-1028,36,38,202.85,0.0
SKU-2095-OneSize,PRD-1112,One Size,0,281.37,0.25
SKU-2096-10,PRD-1274,10,7,90.24,0.5
SKU-2097-38,PRD-1304,38,3,255.87,0.05
SKU-2098-OneSize,PRD-1186,One Size,14,32.73,0.3
SKU-2099-XS,PRD-1211,XS,0,104.17,0.2
SKU-2100-XS,PRD-1021,XS,48,252.53,0.3
SKU-2101-OneSize,PRD-1089,One Size,13,79.03,0.3
SKU-2102-OneSize,PRD-1385,One Size,27,267.49,0.15
SKU-2103-M,PRD-1301,M,45,294.29,0.25
SKU-2104-7,PRD-1274,7,35,205.43,0.15
SKU-2105-7,PRD-1255,7,0,148.73,0.4
SKU-2106-OneSize,PRD-1252,One Size,50,275.92,0.0
SKU-2107-6,PRD-1292,6,11,190.45,0.0
SKU-2108-6,PRD-1249,6,39,208.35,0.2
SKU-2109-OneSize,PRD-1473,One Size,25,233.48,0.3
SKU-2110-30,PRD-1272,30,14,170.81,0.5
SKU-2111-XXL,PRD-1031,XXL,23,54.55,0.2
SKU-2112-XL,PRD-1476,XL,14,120.22,0.0
SKU-2113-XXL,PRD-1246,XXL,13,295.45,0.0
SKU-2114-M,PRD-1465,M,44,282.14,0.25
SKU-2115-S,PRD-1234,S,37,228.07,0.1
SKU-2116-OneSize,PRD-1343,One Size,1,73.61,0.4
SKU-2117-M,PRD-1387,M,24,246.35,0.05
SKU-2118-9,PRD-1009,9,24,290.83,0.0
SKU-2119-OneSize,PRD-1089,One Size,2,273.25,0.4
SKU-2120-OneSize,PRD-1164,One Size,20,74.89,0.5
SKU-2121-30,PRD-1098,30,20,263.57,0.4
SKU-2122-L,PRD-1466,L,33,67.72,0.05
SKU-2123-XXL,PRD-1053,XXL,8,178.39,0.5
SKU-2124-32,PRD-1370,32,45,38.29,0.0
SKU-2125-6,PRD-1238,6,32,55.67,0.4
SKU-2126-OneSize,PRD-1329,One Size,42,266.67,0.1
SKU-2127-XXL,PRD-1057,XXL,0,26.46,0.5
SKU-2128-XL,PRD-1407,XL,30,90.81,0.3
SKU-2129-L,PRD-1290,L,27,20.54,0.2
SKU-2130-28,PRD-1193,28,27,259.07,0.15
SKU-2131-40,PRD-1139,40,23,96.72,0.5
SKU-2132-OneSize,PRD-1088,One Size,23,158.75,0.3
SKU-2133-XS,PRD-1188,XS,35,267.45,0.05
SKU-2134-8,PRD-1218,8,28,277.14,0.3
SKU-2135-M,PRD-1323,M,0,21.43,0.05
SKU-2136-XS,PRD-1326,XS,34,266.42,0.0
SKU-2137-34,PRD-1204,34,49,293.86,0.2
SKU-2138-OneSize,PRD-1385,One Size,22,276.75,0.05
SKU-2139-M,PRD-1444,M,8,107.02,0.5
SKU-2140-XS,PRD-1387,XS,12,27.79,0.2
SKU-2141-28,PRD-1101,28,30,185.9,0.5
SKU-2142-M,PRD-1102,M,28,255.33,0.05
SKU-2143-L,PRD-1027,L,24,86.73,0.15
SKU-2144-28,PRD-1184,28,12,250.05,0.3
SKU-2145-S,PRD-1010,S,36,284.18,0.4
SKU-2146-OneSize,PRD-1181,One Size,39,233.94,0.5
SKU-2147-30,PRD-1322,30,11,43.94,0.0
SKU-2148-XS,PRD-1121,XS,35,125.66,0.0
SKU-2149-OneSize,PRD-1208,One Size,28,37.35,0.25
SKU-2150-M,PRD-1013,M,25,191.0,0.2
SKU-2151-XS,PRD-1419,XS,19,209.71,0.3
SKU-2152-M,PRD-1287,M,43,257.97,0.2
SKU-2153-XL,PRD-1126,XL,45,230.54,0.05
SKU-2154-28,PRD-1403,28,44,146.95,0.25
SKU-2155-L,PRD-1039,L,28,266.37,0.4
SKU-2156-M,PRD-1386,M,41,202.25,0.5
SKU-2157-OneSize,PRD-1208,One Size,19,147.13,0.15
SKU-2158-OneSize,PRD-1081,One Size,45,50.23,0.0
SKU-2159-XXL,PRD-1417,XXL,40,38.9,0.05
SKU-2160-10,PRD-1500,10,7,55.26,0.3
SKU-2161-OneSize,PRD-1014,One Size,6,137.87,0.4
SKU-2162-S,PRD-1031,S,7,88.07,0.0
SKU-2163-S,PRD-1236,S,6,107.26,0.2
SKU-2164-OneSize,PRD-1074,One Size,42,107.12,0.3
SKU-2165-32,PRD-1109,32,0,61.26,0.1
SKU-2166-38,PRD-1370,38,2,101.49,0.0
SKU-2167-OneSize,PRD-1088,One Size,40,36.04,0.3
SKU-2168-OneSize,PRD-1487,One Size,27,138.17,0.05
SKU-2169-S,PRD-1100,S,7,199.35,0.05
SKU-2170-XS,PRD-1477,XS,32,115.62,0.5
SKU-2171-XXL,PRD-1452,XXL,48,213.71,0.25
SKU-2172-38,PRD-1118,38,49,258.55,0.4
SKU-2173-8,PRD-1437,8,40,192.5,0.2
SKU-2174-OneSize,PRD-1252,One Size,35,49.35,0.0
SKU-2175-34,PRD-1099,34,7,277.58,0.5
SKU-2176-XXL,PRD-1078,XXL,41,84.47,0.4
SKU-2177-34,PRD-1445,34,29,154.6,0.15
SKU-2178-40,PRD-1101,40,33,77.48,0.0
SKU-2179-XS,PRD-1283,XS,0,121.58,0.0
SKU-2180-OneSize,PRD-1049,One Size,38,175.3,0.0
SKU-2181-L,PRD-1305,L,3,74.42,0.4
SKU-2182-38,PRD-1146,38,43,32.28,0.0
SKU-2183-OneSize,PRD-1286,One Size,19,99.54,0.05
SKU-2184-36,PRD-1079,36,27,221.26,0.15
SKU-2185-XL,PRD-1069,XL,14,88.86,0.05
SKU-2186-S,PRD-1054,S,15,256.0,0.0
SKU-2187-12,PRD-1041,12,50,209.68,0.2
SKU-2188-30,PRD-1325,30,30,114.74,0.05
SKU-2189-L,PRD-1479,L,36,87.23,0.15
SKU-2190-S,PRD-1166,S,25,283.52,0.4
SKU-2191-OneSize,PRD-1495,One Size,8,265.94,0.0
SKU-2192-32,PRD-1486,32,13,267.15,0.0
SKU-2193-S,PRD-1010,S,31,73.66,0.2
SKU-2194-M,PRD-1424,M,8,109.02,0.2
SKU-2195-S,PRD-1301,S,23,277.87,0.4
SKU-2196-OneSize,PRD-1081,One Size,30,259.23,0.1
SKU-2197-OneSize,PRD-1324,One Size,27,111.74,0.0
SKU-2198-M,PRD-1481,M,42,264.39,0.3
SKU-2199-OneSize,PRD-1410,One Size,46,78.58,0.0
SKU-2200-OneSize,PRD-1297,One Size,48,241.47,0.4
SKU-2201-S,PRD-1419,S,26,162.4,0.5
SKU-2202-XL,PRD-1412,XL,1,124.78,0.3
SKU-2203-7,PRD-1122,7,24,110.1,0.15
SKU-2204-XXL,PRD-1111,XXL,15,155.31,0.25
SKU-2205-OneSize,PRD-1212,One Size,33,182.72,0.5
SKU-2206-12,PRD-1483,12,19,183.51,0.0
SKU-2207-7,PRD-1037,7,18,270.56,0.25
SKU-2208-7,PRD-1114,7,43,130.84,0.1
SKU-2209-L,PRD-1174,L,17,179.97,0.15
SKU-2210-OneSize,PRD-1463,One Size,20,57.6,0.0
SKU-2211-9,PRD-1207,9,0,165.26,0.05
SKU-2212-XS,PRD-1061,XS,27,150.26,0.4
SKU-2213-OneSize,PRD-1362,One Size,44,146.31,0.2
SKU-2214-8,PRD-1261,8,16,245.25,0.15
SKU-2215-9,PRD-1274,9,1,26.91,0.25
SKU-2216-8,PRD-1009,8,27,200.69,0.15
SKU-2217-6,PRD-1249,6,3,102.45,0.3
SKU-2218-OneSize,PRD-1074,One Size,1,240.03,0.05
SKU-2219-OneSize,PRD-1210,One Size,2,39.97,0.0
SKU-2220-34,PRD-1076,34,10,113.44,0.5
SKU-2221-OneSize,PRD-1252,One Size,24,104.75,0.5
SKU-2222-OneSize,PRD-1348,One Size,34,73.37,0.4
SKU-2223-OneSize,PRD-1371,One Size,0,22.38,0.1
SKU-2224-12,PRD-1454,12,48,117.05,0.2
SKU-2225-9,PRD-1038,9,39,250.11,0.5
SKU-2226-L,PRD-1015,L,21,203.14,0.0
SKU-2227-L,PRD-1127,L,22,83.71,0.05
SKU-2228-OneSize,PRD-1212,One Size,11,164.42,0.3
SKU-2229-OneSize,PRD-1201,One Size,37,222.29,0.25
SKU-2230-12,PRD-1255,12,28,44.04,0.05
SKU-2231-XXL,PRD-1001,XXL,16,136.94,0.25
SKU-2232-12,PRD-1137,12,36,176.36,0.15
SKU-2233-XL,PRD-1205,XL,26,264.64,0.1
SKU-2234-28,PRD-1497,28,13,159.93,0.5
SKU-2235-OneSize,PRD-1229,One Size,40,115.14,0.2
SKU-2236-XXL,PRD-1174,XXL,42,230.73,0.3
SKU-2237-M,PRD-1494,M,26,184.34,0.4
SKU-2238-XS,PRD-1477,XS,4,278.19,0.0
SKU-2239-8,PRD-1237,8,37,179.08,0.4
SKU-2240-40,PRD-1146,40,28,294.44,0.05
SKU-2241-L,PRD-1489,L,9,37.83,0.2
SKU-2242-42,PRD-1429,42,41,50.41,0.4
SKU-2243-42,PRD-1028,42,25,198.91,0.1
SKU-2244-32,PRD-1104,32,0,49.2,0.3
SKU-2245-XS,PRD-1171,XS,47,251.4,0.4
SKU-2246-XS,PRD-1005,XS,12,72.26,0.0
SKU-2247-L,PRD-1318,L,0,99.46,0.05
SKU-2248-11,PRD-1374,11,0,166.82,0.25
SKU-2249-OneSize,PRD-1446,One Size,26,165.18,0.0
SKU-2250-12,PRD-1307,12,21,274.74,0.2
SKU-2251-XS,PRD-1281,XS,34,56.15,0.2
SKU-2252-XXL,PRD-1259,XXL,0,39.24,0.05
SKU-2253-34,PRD-1068,34,11,106.72,0.5
SKU-2254-S,PRD-1452,S,28,189.03,0.1
SKU-2255-OneSize,PRD-1081,One Size,15,160.68,0.5
SKU-2256-OneSize,PRD-1154,One Size,7,76.47,0.0
SKU-2257-30,PRD-1322,30,46,250.87,0.4
SKU-2258-34,PRD-1101,34,9,167.23,0.4
SKU-2259-9,PRD-1187,9,33,148.85,0.4
SKU-2260-XXL,PRD-1132,XXL,8,45.5,0.5
SKU-2261-OneSize,PRD-1495,One Size,0,117.09,0.1
SKU-2262-32,PRD-1151,32,41,136.2,0.0
SKU-2263-40,PRD-1231,40,0,148.18,0.5
SKU-2264-XXL,PRD-1107,XXL,37,179.2,0.2
SKU-2265-XS,PRD-1021,XS,0,87.1,0.0
SKU-2266-11,PRD-1178,11,0,170.56,0.5
SKU-2267-XS,PRD-1121,XS,26,215.44,0.05
SKU-2268-OneSize,PRD-1036,One Size,49,135.15,0.3
SKU-2269-38,PRD-1347,38,41,41.42,0.0
SKU-2270-38,PRD-1176,38,17,134.82,0.0
SKU-2271-7,PRD-1464,7,36,161.69,0.25
SKU-2272-XS,PRD-1361,XS,11,198.87,0.5
SKU-2273-L,PRD-1484,L,21,126.71,0.2
SKU-2274-OneSize,PRD-1329,One Size,14,131.06,0.0
SKU-2275-6,PRD-1245,6,6,218.54,0.0
SKU-2276-11,PRD-1307,11,6,229.62,0.25
SKU-2277-XS,PRD-1465,XS,2,43.1,0.5
SKU-2278-42,PRD-1299,42,28,59.26,0.1
SKU-2279-OneSize,PRD-1475,One Size,1,67.75,0.0
SKU-2280-XS,PRD-1368,XS,41,69.62,0.0
SKU-2281-OneSize,PRD-1319,One Size,50,67.16,0.5
SKU-2282-XS,PRD-1335,XS,38,209.66,0.0
SKU-2283-OneSize,PRD-1124,One Size,10,69.81,0.0
SKU-2284-XXL,PRD-1338,XXL,2,169.03,0.25
SKU-2285-XS,PRD-1113,XS,40,254.21,0.3
SKU-2286-30,PRD-1193,30,46,129.36,0.1
SKU-2287-XS,PRD-1031,XS,35,187.49,0.0
SKU-2288-L,PRD-1423,L,6,234.78,0.05
SKU-2289-S,PRD-1409,S,0,75.99,0.0
SKU-2290-XS,PRD-1270,XS,37,296.99,0.15
SKU-2291-7,PRD-1090,7,25,210.38,0.0
SKU-2292-XS,PRD-1296,XS,2,243.13,0.5
SKU-2293-XXL,PRD-1200,XXL,0,66.76,0.2
SKU-2294-OneSize,PRD-1074,One Size,48,248.36,0.15
SKU-2295-OneSize,PRD-1012,One Size,47,194.9,0.3
SKU-2296-40,PRD-1098,40,9,53.82,0.05
SKU-2297-8,PRD-1354,8,30,110.53,0.0
SKU-2298-38,PRD-1314,38,41,23.34,0.05
SKU-2299-OneSize,PRD-1154,One Size,41,38.47,0.1
SKU-2300-10,PRD-1402,10,0,123.3,0.0
SKU-2301-34,PRD-1079,34,50,135.1,0.4
SKU-2302-XS,PRD-1443,XS,0,219.5,0.4
SKU-2303-OneSize,PRD-1030,One Size,23,288.52,0.4
SKU-2304-OneSize,PRD-1209,One Size,12,209.8,0.0
SKU-2305-32,PRD-1455,32,16,197.89,0.15
SKU-2306-42,PRD-1431,42,42,38.89,0.0
SKU-2307-10,PRD-1381,10,15,145.69,0.3
SKU-2308-XXL,PRD-1194,XXL,20,85.07,0.4
SKU-2309-28,PRD-1075,28,13,85.12,0.4
SKU-2310-XS,PRD-1188,XS,35,106.47,0.2
SKU-2311-OneSize,PRD-1201,One Size,16,193.52,0.0
SKU-2312-OneSize,PRD-1371,One Size,47,159.63,0.05
SKU-2313-40,PRD-1216,40,50,77.22,0.0
SKU-2314-11,PRD-1422,11,25,187.45,0.25
SKU-2315-M,PRD-1047,M,50,57.58,0.15
SKU-2316-12,PRD-1421,12,17,232.93,0.3
SKU-2317-L,PRD-1260,L,0,201.44,0.1
SKU-2318-XS,PRD-1412,XS,43,84.11,0.15
SKU-2319-S,PRD-1467,S,4,77.62,0.0
SKU-2320-34,PRD-1461,34,18,244.4,0.05
SKU-2321-12,PRD-1381,12,6,126.81,0.15
SKU-2322-L,PRD-1107,L,10,196.33,0.0
SKU-2323-9,PRD-1003,9,41,39.59,0.05
SKU-2324-XXL,PRD-1287,XXL,2,297.75,0.05
SKU-2325-XS,PRD-1256,XS,41,68.62,0.3
SKU-2326-S,PRD-1397,S,38,86.16,0.0
SKU-2327-OneSize,PRD-1345,One Size,7,107.2,0.05
SKU-2328-L,PRD-1426,L,8,69.39,0.05
SKU-2329-M,PRD-1173,M,30,181.39,0.5
SKU-2330-8,PRD-1008,8,39,261.47,0.25
SKU-2331-38,PRD-1317,38,8,131.5,0.0
SKU-2332-9,PRD-1408,9,7,138.35,0.4
SKU-2333-L,PRD-1451,L,10,232.88,0.25
SKU-2334-12,PRD-1041,12,19,126.79,0.0
SKU-2335-M,PRD-1188,M,17,186.64,0.0
SKU-2336-11,PRD-1363,11,12,69.19,0.2
SKU-2337-8,PRD-1122,8,6,147.0,0.2
SKU-2338-OneSize,PRD-1012,One Size,5,40.13,0.0
SKU-2339-42,PRD-1428,42,32,74.79,0.05
SKU-2340-XS,PRD-1337,XS,24,261.25,0.15
SKU-2341-L,PRD-1493,L,14,279.18,0.2
SKU-2342-38,PRD-1344,38,26,127.52,0.1
SKU-2343-30,PRD-1193,30,7,134.45,0.0
SKU-2344-6,PRD-1483,6,32,127.74,0.4
SKU-2345-S,PRD-1440,S,0,233.62,0.1
SKU-2346-12,PRD-1134,12,2,222.22,0.3
SKU-2347-42,PRD-1453,42,27,197.78,0.15
SKU-2348-XS,PRD-1113,XS,5,202.24,0.2
SKU-2349-S,PRD-1451,S,32,87.85,0.0
SKU-2350-12,PRD-1483,12,41,121.19,0.5
SKU-2351-11,PRD-1313,11,5,206.38,0.0
SKU-2352-10,PRD-1103,10,14,147.52,0.5
SKU-2353-M,PRD-1480,M,44,89.27,0.4
SKU-2354-11,PRD-1237,11,27,255.61,0.0
SKU-2355-30,PRD-1396,30,0,200.42,0.2
SKU-2356-OneSize,PRD-1197,One Size,25,165.18,0.05
SKU-2357-9,PRD-1162,9,21,66.42,0.2
SKU-2358-11,PRD-1464,11,41,104.61,0.3
SKU-2359-L,PRD-1053,L,29,184.09,0.2
SKU-2360-30,PRD-1302,30,11,50.59,0.4
SKU-2361-38,PRD-1109,38,12,247.97,0.1
SKU-2362-S,PRD-1484,S,20,280.39,0.2
SKU-2363-M,PRD-1021,M,0,21.79,0.0
SKU-2364-9,PRD-1042,9,1,20.43,0.0
SKU-2365-11,PRD-1019,11,0,136.99,0.2
SKU-2366-36,PRD-1325,36,12,225.24,0.0
SKU-2367-M,PRD-1171,M,43,72.18,0.0
SKU-2368-OneSize,PRD-1286,One Size,37,70.95,0.0
SKU-2369-10,PRD-1137,10,41,248.01,0.0
SKU-2370-6,PRD-1420,6,39,229.97,0.05
SKU-2371-L,PRD-1447,L,3,143.39,0.4
SKU-2372-XXL,PRD-1027,XXL,8,66.51,0.1
SKU-2373-9,PRD-1062,9,22,54.9,0.0
SKU-2374-XS,PRD-1467,XS,23,183.97,0.25
SKU-2375-XXL,PRD-1395,XXL,31,232.94,0.0
SKU-2376-M,PRD-1117,M,40,230.49,0.0
SKU-2377-10,PRD-1358,10,39,240.97,0.0
SKU-2378-S,PRD-1126,S,35,166.24,0.0
SKU-2379-XL,PRD-1285,XL,1,165.61,0.1
SKU-2380-OneSize,PRD-1372,One Size,11,152.49,0.15
SKU-2381-OneSize,PRD-1226,One Size,34,114.22,0.5
SKU-2382-M,PRD-1356,M,0,299.83,0.05
SKU-2383-8,PRD-1035,8,48,206.21,0.2
SKU-2384-6,PRD-1004,6,17,293.08,0.15
SKU-2385-6,PRD-1135,6,8,20.85,0.2
SKU-2386-OneSize,PRD-1315,One Size,13,27.18,0.0
SKU-2387-XL,PRD-1161,XL,0,98.24,0.05
SKU-2388-OneSize,PRD-1073,One Size,39,193.13,0.5
SKU-2389-9,PRD-1003,9,0,164.17,0.5
SKU-2390-28,PRD-1429,28,0,296.12,0.15
SKU-2391-38,PRD-1334,38,0,264.55,0.15
SKU-2392-L,PRD-1106,L,2,85.39,0.25
SKU-2393-OneSize,PRD-1203,One Size,35,117.52,0.25
SKU-2394-XXL,PRD-1053,XXL,2,273.45,0.2
SKU-2395-XL,PRD-1239,XL,34,74.61,0.0
SKU-2396-10,PRD-1003,10,33,265.34,0.3
SKU-2397-32,PRD-1377,32,0,159.41,0.0
SKU-2398-42,PRD-1433,42,49,67.04,0.25
SKU-2399-6,PRD-1282,6,10,155.0,0.3
SKU-2400-S,PRD-1355,S,14,79.25,0.5
SKU-2401-XS,PRD-1427,XS,0,49.52,0.0
SKU-2402-M,PRD-1391,M,0,272.73,0.1
SKU-2403-XXL,PRD-1296,XXL,24,92.13,0.25
SKU-2404-11,PRD-1237,11,0,54.46,0.0
SKU-2405-OneSize,PRD-1066,One Size,8,45.31,0.15
SKU-2406-OneSize,PRD-1087,One Size,14,280.89,0.4
SKU-2407-XXL,PRD-1419,XXL,2,116.09,0.2
SKU-2408-XXL,PRD-1141,XXL,21,239.81,0.2
SKU-2409-34,PRD-1101,34,9,82.58,0.0
SKU-2410-XS,PRD-1305,XS,15,51.18,0.15
SKU-2411-10,PRD-1262,10,6,282.41,0.0
SKU-2412-M,PRD-1490,M,47,55.67,0.15
SKU-2413-9,PRD-1282,9,45,181.53,0.0
SKU-2414-XS,PRD-1380,XS,9,185.21,0.05
SKU-2415-L,PRD-1069,L,18,294.35,0.15
