product_id,name,description,category,material,occasion
PRD-1249,Nordic Sandal,"Whether you're headed out for formal occasions and the office or just running errands, this insulated sandal keeps you covered. The Suede construction is both soft and tough, and a slim, tapered fit adds a practical touch. Finished with a brushed interior finish, it's a modern choice for almost any setting.",Footwear,Suede,Formal
PRD-1250,Vantage Trousers,"Designed for those who want elegant looks without sacrificing performance, this Ripstop Nylon trousers is waterproof and comfortable from morning commutes to weekend adventures. Reviewers consistently praise how hard-wearing the construction feels, thanks to a relaxed, roomy fit. It also features a hidden interior pocket for added versatility.",Bottoms,Ripstop Nylon,Travel
PRD-1251,Metro Tote Bag,"This stylish tote bag is crafted from premium Silicone for a look that works just as well during workouts and high-intensity activity. It's built to be breathable and reinforced, so it holds up to daily wear without losing its shape. The design includes a taped, seam-sealed construction and a brushed interior finish, giving you both form and function in one piece.",Accessories,Silicone,Activewear
PRD-1252,Nordic Scarf,"Designed for those who want on-trend looks without sacrificing performance, this Canvas scarf is quick-drying and soft from morning commutes to weekend adventures. Reviewers consistently praise how durable the construction feels, thanks to a quick-release buckle. It also features double-stitched seams for added versatility.",Accessories,Canvas,Activewear
PRD-1253,Urban Sandal,"Whether you're headed out during workouts and high-intensity activity or just running errands, this windproof sandal keeps you covered. The Synthetic construction is both lightweight and hard-wearing, and a relaxed, roomy fit adds a practical touch. Finished with reinforced stitching, it's a chic choice for almost any setting.",Footwear,Synthetic,Activewear
PRD-1254,Heritage Shorts,"A wardrobe staple, this shorts pairs chic styling with a airy feel you'll want to wear all day. Made from Ripstop Nylon, it's engineered to be reinforced season after season. Thoughtful details like a slim, tapered fit and reinforced stitching make it ideal for a relaxed, everyday look.",Bottoms,Ripstop Nylon,Casual
PRD-1255,Alpine Sneaker,"A wardrobe staple, this sneaker pairs on-trend styling with a breathable feel you'll want to wear all day. Made from Canvas, it's engineered to be durable season after season. Thoughtful details like a slim, tapered fit and moisture-wicking lining make it ideal for a relaxed, everyday look.",Footwear,Canvas,Casual
PRD-1256,Cascade Parka,"Designed for those who want elegant looks without sacrificing performance, this Nylon parka is weatherproof and flexible from morning commutes to weekend adventures. Reviewers consistently praise how sturdy the construction feels, thanks to a relaxed, roomy fit. It also features eco-friendly recycled materials for added versatility.",Outerwear,Nylon,Outdoor
PRD-1257,Alpine Cargo Pants,"This sharp-looking cargo pants is crafted from premium Corduroy for a look that works just as well while traveling or on the go. It's built to be cozy and rugged, so it holds up to daily wear without losing its shape. The design includes eco-friendly recycled materials and a taped, seam-sealed construction, giving you both form and function in one piece.",Bottoms,Corduroy,Travel
PRD-1258,Alpine Polo,"Designed for those who want sharp-looking looks without sacrificing performance, this Cotton polo is waterproof and breathable from morning commutes to weekend adventures. Reviewers consistently praise how reinforced the construction feels, thanks to a slim, tapered fit. It also features a hidden interior pocket for added versatility.",Tops,Cotton,Formal
PRD-1259,Voyager Blouse,"Whether you're headed out in the office or client meetings or just running errands, this windproof blouse keeps you covered. The Polyester construction is both lightweight and rugged, and a reinforced toe cap adds a practical touch. Finished with articulated seams for freedom of movement, it's a sharp-looking choice for almost any setting.",Tops,Polyester,Business
PRD-1260,Drift Button-Down Shirt,"This elegant button-down shirt is crafted from premium Merino Wool for a look that works just as well for weddings and other special events. It's built to be soft and hard-wearing, so it holds up to daily wear without losing its shape. The design includes reinforced stitching and a relaxed, roomy fit, giving you both form and function in one piece.",Tops,Merino Wool,Wedding
PRD-1261,Horizon Sneaker,"This elegant sneaker is crafted from premium Suede for a look that works just as well for a relaxed, everyday look. It's built to be flexible and reinforced, so it holds up to daily wear without losing its shape. The design includes an anti-odor treatment and a brushed interior finish, giving you both form and function in one piece.",Footwear,Suede,Casual
PRD-1262,Heritage Sandal,"Designed for those who want sharp-looking looks without sacrificing performance, this Synthetic sandal is waterproof and comfortable from morning commutes to weekend adventures. Reviewers consistently praise how reinforced the construction feels, thanks to a reinforced toe cap. It also features a hidden interior pocket for added versatility.",Footwear,Synthetic,Casual
PRD-1263,Vantage Boot,"A wardrobe staple, this boot pairs sharp-looking styling with a flexible feel you'll want to wear all day. Made from Canvas, it's engineered to be reinforced season after season. Thoughtful details like a brushed interior finish and a taped, seam-sealed construction make it ideal for weddings and other special events.",Footwear,Canvas,Wedding
PRD-1264,Voyager Oxford,"Designed for those who want modern looks without sacrificing performance, this Mesh oxford is insulated and breathable from morning commutes to weekend adventures. Reviewers consistently praise how hard-wearing the construction feels, thanks to articulated seams for freedom of movement. It also features reflective trim for low-light visibility for added versatility.",Footwear,Mesh,Formal
PRD-1265,Voyager Sandal,"Whether you're headed out in the office or client meetings or just running errands, this insulated sandal keeps you covered. The Synthetic construction is both flexible and sturdy, and reinforced stitching adds a practical touch. Finished with a quick-release buckle, it's a elegant choice for almost any setting.",Footwear,Synthetic,Business
PRD-1266,Nordic Henley,"A wardrobe staple, this henley pairs sharp-looking styling with a cozy feel you'll want to wear all day. Made from Bamboo Blend, it's engineered to be sturdy season after season. Thoughtful details like articulated seams for freedom of movement and adjustable straps make it ideal on hiking trails and outdoor excursions.",Tops,Bamboo Blend,Outdoor
PRD-1267,Nordic Oxford,"Whether you're headed out while traveling or on the go or just running errands, this insulated oxford keeps you covered. The Mesh construction is both soft and sturdy, and a taped, seam-sealed construction adds a practical touch. Finished with reinforced stitching, it's a on-trend choice for almost any setting.",Footwear,Mesh,Travel
PRD-1268,Coastal Wallet,"Designed for those who want stylish looks without sacrificing performance, this Canvas wallet is weatherproof and soft from morning commutes to weekend adventures. Reviewers consistently praise how reinforced the construction feels, thanks to a quick-release buckle. It also features eco-friendly recycled materials for added versatility.",Accessories,Canvas,Outdoor
PRD-1269,Trailblazer Bomber Jacket,"This elegant bomber jacket is crafted from premium Down Fill for a look that works just as well in the office or client meetings. It's built to be cozy and hard-wearing, so it holds up to daily wear without losing its shape. The design includes reflective trim for low-light visibility and articulated seams for freedom of movement, giving you both form and function in one piece.",Outerwear,Down Fill,Business
PRD-1270,Horizon Bomber Jacket,"Designed for those who want sharp-looking looks without sacrificing performance, this Polyester bomber jacket is waterproof and airy from morning commutes to weekend adventures. Reviewers consistently praise how long-lasting the construction feels, thanks to an anti-odor treatment. It also features a hidden interior pocket for added versatility.",Outerwear,Polyester,Travel
PRD-1271,Drift Sneaker,"Whether you're headed out in the office or client meetings or just running errands, this water-resistant sneaker keeps you covered. The Suede construction is both cozy and tough, and a taped, seam-sealed construction adds a practical touch. Finished with a hidden interior pocket, it's a elegant choice for almost any setting.",Footwear,Suede,Business
PRD-1272,Cascade Joggers,"A wardrobe staple, this joggers pairs on-trend styling with a flexible feel you'll want to wear all day. Made from Cotton Twill, it's engineered to be long-lasting season after season. Thoughtful details like articulated seams for freedom of movement and an anti-odor treatment make it ideal during workouts and high-intensity activity.",Bottoms,Cotton Twill,Activewear
PRD-1273,Heritage Henley,"This chic henley is crafted from premium Linen for a look that works just as well during workouts and high-intensity activity. It's built to be comfortable and reinforced, so it holds up to daily wear without losing its shape. The design includes a relaxed, roomy fit and a slim, tapered fit, giving you both form and function in one piece.",Tops,Linen,Activewear
PRD-1274,Summit Sandal,"Designed for those who want stylish looks without sacrificing performance, this Mesh sandal is insulated and airy from morning commutes to weekend adventures. Reviewers consistently praise how hard-wearing the construction feels, thanks to a slim, tapered fit. It also features adjustable straps for added versatility.",Footwear,Mesh,Wedding
PRD-1275,Nordic Backpack,"Designed for those who want chic looks without sacrificing performance, this Wool backpack is water-resistant and cozy from morning commutes to weekend adventures. Reviewers consistently praise how reinforced the construction feels, thanks to a quick-release buckle. It also features a hidden interior pocket for added versatility.",Accessories,Wool,Outdoor
PRD-1276,Metro Trousers,"A wardrobe staple, this trousers pairs chic styling with a flexible feel you'll want to wear all day. Made from Ripstop Nylon, it's engineered to be tough season after season. Thoughtful details like a relaxed, roomy fit and double-stitched seams make it ideal in the office or client meetings.",Bottoms,Ripstop Nylon,Business
PRD-1277,Cascade Trousers,"A wardrobe staple, this trousers pairs elegant styling with a cozy feel you'll want to wear all day. Made from Corduroy, it's engineered to be sturdy season after season. Thoughtful details like adjustable straps and a taped, seam-sealed construction make it ideal for formal occasions and the office.",Bottoms,Corduroy,Formal
PRD-1278,Summit Scarf,"This stylish scarf is crafted from premium Wool for a look that works just as well for a relaxed, everyday look. It's built to be comfortable and durable, so it holds up to daily wear without losing its shape. The design includes double-stitched seams and eco-friendly recycled materials, giving you both form and function in one piece.",Accessories,Wool,Casual
PRD-1279,Drift Sneaker,"Designed for those who want on-trend looks without sacrificing performance, this Synthetic sneaker is waterproof and soft from morning commutes to weekend adventures. Reviewers consistently praise how long-lasting the construction feels, thanks to reinforced stitching. It also features a hidden interior pocket for added versatility.",Footwear,Synthetic,Formal
PRD-1280,Heritage Scarf,"Whether you're headed out in the office or client meetings or just running errands, this waterproof scarf keeps you covered. The Wool construction is both cozy and sturdy, and reinforced stitching adds a practical touch. Finished with a taped, seam-sealed construction, it's a on-trend choice for almost any setting.",Accessories,Wool,Business
PRD-1281,Voyager Trench Coat,"A wardrobe staple, this trench coat pairs sharp-looking styling with a flexible feel you'll want to wear all day. Made from Down Fill, it's engineered to be tough season after season. Thoughtful details like reinforced stitching and a reinforced toe cap make it ideal in the office or client meetings.",Outerwear,Down Fill,Business
PRD-1282,Nordic Trail Runner,"Designed for those who want on-trend looks without sacrificing performance, this Leather trail runner is weatherproof and airy from morning commutes to weekend adventures. Reviewers consistently praise how reinforced the construction feels, thanks to a hidden interior pocket. It also features a brushed interior finish for added versatility.",Footwear,Leather,Casual
PRD-1283,Alpine Sweater,"Whether you're headed out for a relaxed, everyday look or just running errands, this quick-drying sweater keeps you covered. The Polyester construction is both lightweight and long-lasting, and a brushed interior finish adds a practical touch. Finished with a hidden interior pocket, it's a elegant choice for almost any setting.",Tops,Polyester,Casual
PRD-1284,Cascade Anorak,"This chic anorak is crafted from premium Softshell for a look that works just as well while traveling or on the go. It's built to be soft and hard-wearing, so it holds up to daily wear without losing its shape. The design includes moisture-wicking lining and articulated seams for freedom of movement, giving you both form and function in one piece.",Outerwear,Softshell,Travel
PRD-1285,Nordic Anorak,"This chic anorak is crafted from premium Softshell for a look that works just as well for a relaxed, everyday look. It's built to be flexible and reinforced, so it holds up to daily wear without losing its shape. The design includes an anti-odor treatment and double-stitched seams, giving you both form and function in one piece.",Outerwear,Softshell,Casual
PRD-1286,Trailblazer Belt,"Designed for those who want elegant looks without sacrificing performance, this Leather belt is weatherproof and cozy from morning commutes to weekend adventures. Reviewers consistently praise how sturdy the construction feels, thanks to a taped, seam-sealed construction. It also features double-stitched seams for added versatility.",Accessories,Leather,Activewear
PRD-1287,Voyager Trench Coat,"This modern trench coat is crafted from premium Gore-Tex for a look that works just as well in the office or client meetings. It's built to be breathable and rugged, so it holds up to daily wear without losing its shape. The design includes adjustable straps and double-stitched seams, giving you both form and function in one piece.",Outerwear,Gore-Tex,Business
PRD-1288,Urban Sandal,"A wardrobe staple, this sandal pairs sleek styling with a cozy feel you'll want to wear all day. Made from Synthetic, it's engineered to be reinforced season after season. Thoughtful details like adjustable straps and a brushed interior finish make it ideal while traveling or on the go.",Footwear,Synthetic,Travel
PRD-1289,Drift Watch,"Designed for those who want elegant looks without sacrificing performance, this Stainless Steel watch is quick-drying and breathable from morning commutes to weekend adventures. Reviewers consistently praise how hard-wearing the construction feels, thanks to a relaxed, roomy fit. It also features a slim, tapered fit for added versatility.",Accessories,Stainless Steel,Outdoor
PRD-1290,Trailblazer Henley,"This sharp-looking henley is crafted from premium Cotton for a look that works just as well for a relaxed, everyday look. It's built to be cozy and hard-wearing, so it holds up to daily wear without losing its shape. The design includes a quick-release buckle and a brushed interior finish, giving you both form and function in one piece.",Tops,Cotton,Casual
PRD-1291,Cascade Sweater,"Whether you're headed out in the office or client meetings or just running errands, this windproof sweater keeps you covered. The Cotton construction is both cozy and sturdy, and an anti-odor treatment adds a practical touch. Finished with a hidden interior pocket, it's a modern choice for almost any setting.",Tops,Cotton,Business
PRD-1292,Alpine Oxford,"This modern oxford is crafted from premium Synthetic for a look that works just as well during workouts and high-intensity activity. It's built to be comfortable and rugged, so it holds up to daily wear without losing its shape. The design includes a relaxed, roomy fit and a brushed interior finish, giving you both form and function in one piece.",Footwear,Synthetic,Activewear
PRD-1293,Alpine Parka,"Designed for those who want modern looks without sacrificing performance, this Gore-Tex parka is waterproof and airy from morning commutes to weekend adventures. Reviewers consistently praise how durable the construction feels, thanks to a slim, tapered fit. It also features articulated seams for freedom of movement for added versatility.",Outerwear,Gore-Tex,Wedding
PRD-1294,Cascade Trench Coat,"A wardrobe staple, this trench coat pairs stylish styling with a lightweight feel you'll want to wear all day. Made from Nylon, it's engineered to be sturdy season after season. Thoughtful details like moisture-wicking lining and adjustable straps make it ideal on hiking trails and outdoor excursions.",Outerwear,Nylon,Outdoor
PRD-1295,Urban Beanie,"This on-trend beanie is crafted from premium Nylon for a look that works just as well during workouts and high-intensity activity. It's built to be breathable and hard-wearing, so it holds up to daily wear without losing its shape. The design includes moisture-wicking lining and a quick-release buckle, giving you both form and function in one piece.",Accessories,Nylon,Activewear
PRD-1296,Alpine Sweater,"Whether you're headed out for a relaxed, everyday look or just running errands, this insulated sweater keeps you covered. The Polyester construction is both cozy and rugged, and a relaxed, roomy fit adds a practical touch. Finished with moisture-wicking lining, it's a elegant choice for almost any setting.",Tops,Polyester,Casual
PRD-1297,Nordic Beanie,"Designed for those who want modern looks without sacrificing performance, this Canvas beanie is waterproof and soft from morning commutes to weekend adventures. Reviewers consistently praise how rugged the construction feels, thanks to reflective trim for low-light visibility. It also features a taped, seam-sealed construction for added versatility.",Accessories,Canvas,Business
PRD-1298,Coastal Sandal,"Whether you're headed out for weddings and other special events or just running errands, this quick-drying sandal keeps you covered. The Rubber construction is both airy and rugged, and a relaxed, roomy fit adds a practical touch. Finished with moisture-wicking lining, it's a modern choice for almost any setting.",Footwear,Rubber,Wedding
PRD-1299,Heritage Jeans,"This stylish jeans is crafted from premium Ripstop Nylon for a look that works just as well during workouts and high-intensity activity. It's built to be soft and long-lasting, so it holds up to daily wear without losing its shape. The design includes adjustable straps and reflective trim for low-light visibility, giving you both form and function in one piece.",Bottoms,Ripstop Nylon,Activewear
PRD-1300,Alpine Joggers,"Designed for those who want on-trend looks without sacrificing performance, this Polyester joggers is windproof and flexible from morning commutes to weekend adventures. Reviewers consistently praise how rugged the construction feels, thanks to reflective trim for low-light visibility. It also features a quick-release buckle for added versatility.",Bottoms,Polyester,Outdoor
PRD-1301,Coastal Sweater,"Whether you're headed out on hiking trails and outdoor excursions or just running errands, this weatherproof sweater keeps you covered. The Merino Wool construction is both airy and sturdy, and a brushed interior finish adds a practical touch. Finished with a relaxed, roomy fit, it's a sleek choice for almost any setting.",Tops,Merino Wool,Outdoor
PRD-1302,Trailblazer Shorts,"Designed for those who want on-trend looks without sacrificing performance, this Polyester shorts is windproof and breathable from morning commutes to weekend adventures. Reviewers consistently praise how tough the construction feels, thanks to eco-friendly recycled materials. It also features a relaxed, roomy fit for added versatility.",Bottoms,Polyester,Casual
PRD-1303,Vantage Loafer,"This sharp-looking loafer is crafted from premium Rubber for a look that works just as well while traveling or on the go. It's built to be comfortable and sturdy, so it holds up to daily wear without losing its shape. The design includes double-stitched seams and a taped, seam-sealed construction, giving you both form and function in one piece.",Footwear,Rubber,Travel
PRD-1304,Trailblazer Joggers,"A wardrobe staple, this joggers pairs elegant styling with a soft feel you'll want to wear all day. Made from Cotton Twill, it's engineered to be reinforced season after season. Thoughtful details like eco-friendly recycled materials and adjustable straps make it ideal in the office or client meetings.",Bottoms,Cotton Twill,Business
PRD-1305,Horizon Windbreaker,"Whether you're headed out during workouts and high-intensity activity or just running errands, this insulated windbreaker keeps you covered. The Wool construction is both flexible and sturdy, and a reinforced toe cap adds a practical touch. Finished with a taped, seam-sealed construction, it's a sharp-looking choice for almost any setting.",Outerwear,Wool,Activewear
PRD-1306,Voyager Bomber Jacket,"This sleek bomber jacket is crafted from premium Nylon for a look that works just as well in the office or client meetings. It's built to be flexible and tough, so it holds up to daily wear without losing its shape. The design includes moisture-wicking lining and a relaxed, roomy fit, giving you both form and function in one piece.",Outerwear,Nylon,Business
PRD-1307,Horizon Sneaker,"Whether you're headed out during workouts and high-intensity activity or just running errands, this waterproof sneaker keeps you covered. The Synthetic construction is both soft and durable, and a relaxed, roomy fit adds a practical touch. Finished with a quick-release buckle, it's a sharp-looking choice for almost any setting.",Footwear,Synthetic,Activewear
PRD-1308,Drift Vest,"Designed for those who want chic looks without sacrificing performance, this Nylon vest is quick-drying and soft from morning commutes to weekend adventures. Reviewers consistently praise how reinforced the construction feels, thanks to an anti-odor treatment. It also features a quick-release buckle for added versatility.",Outerwear,Nylon,Formal
PRD-1309,Metro Wallet,"This modern wallet is crafted from premium Wool for a look that works just as well during workouts and high-intensity activity. It's built to be soft and durable, so it holds up to daily wear without losing its shape. The design includes an anti-odor treatment and moisture-wicking lining, giving you both form and function in one piece.",Accessories,Wool,Activewear
PRD-1310,Heritage Loafer,"Designed for those who want modern looks without sacrificing performance, this Mesh loafer is windproof and soft from morning commutes to weekend adventures. Reviewers consistently praise how durable the construction feels, thanks to a reinforced toe cap. It also features an anti-odor treatment for added versatility.",Footwear,Mesh,Wedding
PRD-1311,Summit Joggers,"This modern joggers is crafted from premium Polyester for a look that works just as well for a relaxed, everyday look. It's built to be flexible and durable, so it holds up to daily wear without losing its shape. The design includes reinforced stitching and double-stitched seams, giving you both form and function in one piece.",Bottoms,Polyester,Casual
PRD-1312,Nordic Trail Runner,"Designed for those who want chic looks without sacrificing performance, this Synthetic trail runner is windproof and soft from morning commutes to weekend adventures. Reviewers consistently praise how rugged the construction feels, thanks to a quick-release buckle. It also features a reinforced toe cap for added versatility.",Footwear,Synthetic,Formal
PRD-1313,Alpine Oxford,"Whether you're headed out in the office or client meetings or just running errands, this insulated oxford keeps you covered. The Suede construction is both lightweight and sturdy, and reinforced stitching adds a practical touch. Finished with a slim, tapered fit, it's a on-trend choice for almost any setting.",Footwear,Suede,Business
PRD-1314,Trailblazer Trousers,"Designed for those who want elegant looks without sacrificing performance, this Corduroy trousers is waterproof and comfortable from morning commutes to weekend adventures. Reviewers consistently praise how reinforced the construction feels, thanks to reflective trim for low-light visibility. It also features a relaxed, roomy fit for added versatility.",Bottoms,Corduroy,Casual
PRD-1315,Voyager Watch,"Designed for those who want sleek looks without sacrificing performance, this Leather watch is weatherproof and soft from morning commutes to weekend adventures. Reviewers consistently praise how durable the construction feels, thanks to a quick-release buckle. It also features a taped, seam-sealed construction for added versatility.",Accessories,Leather,Travel
PRD-1316,Horizon Joggers,"Whether you're headed out in the office or client meetings or just running errands, this weatherproof joggers keeps you covered. The Ripstop Nylon construction is both breathable and long-lasting, and a brushed interior finish adds a practical touch. Finished with articulated seams for freedom of movement, it's a on-trend choice for almost any setting.",Bottoms,Ripstop Nylon,Business
PRD-1317,Ridgeline Leggings,"A wardrobe staple, this leggings pairs on-trend styling with a breathable feel you'll want to wear all day. Made from Ripstop Nylon, it's engineered to be tough season after season. Thoughtful details like a taped, seam-sealed construction and a brushed interior finish make it ideal for formal occasions and the office.",Bottoms,Ripstop Nylon,Formal
PRD-1318,Urban Sweater,"Designed for those who want sleek looks without sacrificing performance, this Cotton sweater is windproof and cozy from morning commutes to weekend adventures. Reviewers consistently praise how sturdy the construction feels, thanks to a quick-release buckle. It also features a slim, tapered fit for added versatility.",Tops,Cotton,Formal
PRD-1319,Alpine Beanie,"Designed for those who want on-trend looks without sacrificing performance, this Canvas beanie is water-resistant and flexible from morning commutes to weekend adventures. Reviewers consistently praise how tough the construction feels, thanks to an anti-odor treatment. It also features eco-friendly recycled materials for added versatility.",Accessories,Canvas,Activewear
PRD-1320,Nordic Backpack,"Designed for those who want chic looks without sacrificing performance, this Canvas backpack is weatherproof and cozy from morning commutes to weekend adventures. Reviewers consistently praise how durable the construction feels, thanks to a quick-release buckle. It also features double-stitched seams for added versatility.",Accessories,Canvas,Outdoor
PRD-1321,Vantage Parka,"Whether you're headed out for formal occasions and the office or just running errands, this quick-drying parka keeps you covered. The Wool construction is both soft and sturdy, and a reinforced toe cap adds a practical touch. Finished with a taped, seam-sealed construction, it's a elegant choice for almost any setting.",Outerwear,Wool,Formal
PRD-1322,Heritage Leggings,"Whether you're headed out in the office or client meetings or just running errands, this water-resistant leggings keeps you covered. The Corduroy construction is both breathable and reinforced, and adjustable straps adds a practical touch. Finished with moisture-wicking lining, it's a on-trend choice for almost any setting.",Bottoms,Corduroy,Business
PRD-1323,Voyager Button-Down Shirt,"A wardrobe staple, this button-down shirt pairs chic styling with a cozy feel you'll want to wear all day. Made from Cotton, it's engineered to be tough season after season. Thoughtful details like adjustable straps and a relaxed, roomy fit make it ideal for weddings and other special events.",Tops,Cotton,Wedding
PRD-1324,Urban Scarf,"A wardrobe staple, this scarf pairs sharp-looking styling with a airy feel you'll want to wear all day. Made from Nylon, it's engineered to be hard-wearing season after season. Thoughtful details like a relaxed, roomy fit and a reinforced toe cap make it ideal for a relaxed, everyday look.",Accessories,Nylon,Casual
PRD-1325,Urban Cargo Pants,"Designed for those who want stylish looks without sacrificing performance, this Ripstop Nylon cargo pants is weatherproof and soft from morning commutes to weekend adventures. Reviewers consistently praise how long-lasting the construction feels, thanks to reflective trim for low-light visibility. It also features double-stitched seams for added versatility.",Bottoms,Ripstop Nylon,Formal
PRD-1326,Cascade Jacket,"Designed for those who want elegant looks without sacrificing performance, this Wool jacket is weatherproof and cozy from morning commutes to weekend adventures. Reviewers consistently praise how tough the construction feels, thanks to a hidden interior pocket. It also features a relaxed, roomy fit for added versatility.",Outerwear,Wool,Travel
PRD-1327,Horizon Wallet,"Designed for those who want sharp-looking looks without sacrificing performance, this Wool wallet is waterproof and lightweight from morning commutes to weekend adventures. Reviewers consistently praise how reinforced the construction feels, thanks to a relaxed, roomy fit. It also features a hidden interior pocket for added versatility.",Accessories,Wool,Outdoor
PRD-1328,Horizon Backpack,"Designed for those who want modern looks without sacrificing performance, this Stainless Steel backpack is weatherproof and airy from morning commutes to weekend adventures. Reviewers consistently praise how hard-wearing the construction feels, thanks to a quick-release buckle. It also features a slim, tapered fit for added versatility.",Accessories,Stainless Steel,Activewear
PRD-1329,Nordic Belt,"Whether you're headed out while traveling or on the go or just running errands, this water-resistant belt keeps you covered. The Wool construction is both comfortable and tough, and a taped, seam-sealed construction adds a practical touch. Finished with reinforced stitching, it's a modern choice for almost any setting.",Accessories,Wool,Travel
PRD-1330,Metro Oxford,"Designed for those who want elegant looks without sacrificing performance, this Suede oxford is water-resistant and soft from morning commutes to weekend adventures. Reviewers consistently praise how sturdy the construction feels, thanks to a relaxed, roomy fit. It also features double-stitched seams for added versatility.",Footwear,Suede,Formal
PRD-1331,Alpine Tote Bag,"Whether you're headed out for weddings and other special events or just running errands, this waterproof tote bag keeps you covered. The Wool construction is both comfortable and reinforced, and an anti-odor treatment adds a practical touch. Finished with moisture-wicking lining, it's a elegant choice for almost any setting.",Accessories,Wool,Wedding
PRD-1332,Drift Joggers,"A wardrobe staple, this joggers pairs modern styling with a cozy feel you'll want to wear all day. Made from Ripstop Nylon, it's engineered to be durable season after season. Thoughtful details like an anti-odor treatment and a taped, seam-sealed construction make it ideal in the office or client meetings.",Bottoms,Ripstop Nylon,Business
PRD-1333,Ridgeline Anorak,"A wardrobe staple, this anorak pairs sharp-looking styling with a cozy feel you'll want to wear all day. Made from Softshell, it's engineered to be sturdy season after season. Thoughtful details like double-stitched seams and moisture-wicking lining make it ideal on hiking trails and outdoor excursions.",Outerwear,Softshell,Outdoor
PRD-1334,Metro Joggers,"A wardrobe staple, this joggers pairs on-trend styling with a lightweight feel you'll want to wear all day. Made from Cotton Twill, it's engineered to be hard-wearing season after season. Thoughtful details like a quick-release buckle and a reinforced toe cap make it ideal on hiking trails and outdoor excursions.",Bottoms,Cotton Twill,Outdoor
PRD-1335,Summit T-Shirt,"This sharp-looking t-shirt is crafted from premium Bamboo Blend for a look that works just as well while traveling or on the go. It's built to be soft and durable, so it holds up to daily wear without losing its shape. The design includes eco-friendly recycled materials and a relaxed, roomy fit, giving you both form and function in one piece.",Tops,Bamboo Blend,Travel
PRD-1336,Alpine Sneaker,"Designed for those who want elegant looks without sacrificing performance, this Rubber sneaker is weatherproof and airy from morning commutes to weekend adventures. Reviewers consistently praise how rugged the construction feels, thanks to a slim, tapered fit. It also features adjustable straps for added versatility.",Footwear,Rubber,Outdoor
PRD-1337,Urban Trench Coat,"A wardrobe staple, this trench coat pairs sleek styling with a breathable feel you'll want to wear all day. Made from Softshell, it's engineered to be sturdy season after season. Thoughtful details like eco-friendly recycled materials and a taped, seam-sealed construction make it ideal for weddings and other special events.",Outerwear,Softshell,Wedding
PRD-1338,Trailblazer Hoodie,"Whether you're headed out in the office or client meetings or just running errands, this water-resistant hoodie keeps you covered. The Bamboo Blend construction is both breathable and durable, and eco-friendly recycled materials adds a practical touch. Finished with moisture-wicking lining, it's a elegant choice for almost any setting.",Tops,Bamboo Blend,Business
PRD-1339,Trailblazer Shorts,"Whether you're headed out for formal occasions and the office or just running errands, this waterproof shorts keeps you covered. The Denim construction is both airy and reinforced, and reinforced stitching adds a practical touch. Finished with a taped, seam-sealed construction, it's a elegant choice for almost any setting.",Bottoms,Denim,Formal
PRD-1340,Urban Cargo Pants,"Designed for those who want elegant looks without sacrificing performance, this Wool Blend cargo pants is waterproof and comfortable from morning commutes to weekend adventures. Reviewers consistently praise how durable the construction feels, thanks to articulated seams for freedom of movement. It also features moisture-wicking lining for added versatility.",Bottoms,Wool Blend,Formal
PRD-1341,Alpine Button-Down Shirt,"Designed for those who want sleek looks without sacrificing performance, this Linen button-down shirt is insulated and breathable from morning commutes to weekend adventures. Reviewers consistently praise how hard-wearing the construction feels, thanks to eco-friendly recycled materials. It also features a taped, seam-sealed construction for added versatility.",Tops,Linen,Wedding
PRD-1342,Heritage Parka,"A wardrobe staple, this parka pairs elegant styling with a flexible feel you'll want to wear all day. Made from Down Fill, it's engineered to be rugged season after season. Thoughtful details like a slim, tapered fit and a hidden interior pocket make it ideal in the office or client meetings.",Outerwear,Down Fill,Business
PRD-1343,Trailblazer Watch,"This sleek watch is crafted from premium Wool for a look that works just as well on hiking trails and outdoor excursions. It's built to be comfortable and durable, so it holds up to daily wear without losing its shape. The design includes a taped, seam-sealed construction and moisture-wicking lining, giving you both form and function in one piece.",Accessories,Wool,Outdoor
PRD-1344,Cascade Joggers,"Designed for those who want elegant looks without sacrificing performance, this Polyester joggers is insulated and breathable from morning commutes to weekend adventures. Reviewers consistently praise how rugged the construction feels, thanks to a hidden interior pocket. It also features reflective trim for low-light visibility for added versatility.",Bottoms,Polyester,Outdoor
PRD-1345,Coastal Scarf,"This elegant scarf is crafted from premium Nylon for a look that works just as well in the office or client meetings. It's built to be airy and rugged, so it holds up to daily wear without losing its shape. The design includes double-stitched seams and a taped, seam-sealed construction, giving you both form and function in one piece.",Accessories,Nylon,Business
PRD-1346,Alpine Tote Bag,"A wardrobe staple, this tote bag pairs sharp-looking styling with a comfortable feel you'll want to wear all day. Made from Nylon, it's engineered to be rugged season after season. Thoughtful details like eco-friendly recycled materials and reinforced stitching make it ideal for formal occasions and the office.",Accessories,Nylon,Formal
PRD-1347,Ridgeline Cargo Pants,"This modern cargo pants is crafted from premium Denim for a look that works just as well for formal occasions and the office. It's built to be airy and rugged, so it holds up to daily wear without losing its shape. The design includes a reinforced toe cap and reinforced stitching, giving you both form and function in one piece.",Bottoms,Denim,Formal
PRD-1348,Ridgeline Scarf,"Designed for those who want sharp-looking looks without sacrificing performance, this Silicone scarf is insulated and breathable from morning commutes to weekend adventures. Reviewers consistently praise how durable the construction feels, thanks to a relaxed, roomy fit. It also features an anti-odor treatment for added versatility.",Accessories,Silicone,Wedding
